Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,SEGMENT,CITY,STATE,COUNTRY,Postal Code,MARKET,REGION,Product ID,CATEGORY,Sub-Category,Product Name,SALES,QUANTITY,Discount percentage,PROFIT,Shipping Cost,Order Priority,DISCOUNT,LAT,LONG
ORD-000110,2023-04-21,2023-04-23,First Class,CUST-00110,Customer 110,Corporate,Phoenix,NY,United States,97122,APAC Market,West,PROD-000110,Furniture,Bookcases,Product 110,530.26,5,0.11,263.59,27.18,Low,25.57,-63.13226,-117.81107
ORD-000111,2023-04-22,2023-04-23,Second Class,CUST-00111,Customer 111,Home Office,Phoenix,NY,United States,65696,EU Market,East,PROD-000111,Office Supplies,Chairs,Product 111,509.18,5,0.31,482.22,44.15,Critical,45.57,27.58473,-73.51626
ORD-000112,2023-04-23,2023-05-02,Standard Class,CUST-00112,Customer 112,Corporate,Phoenix,IL,United States,78811,EU Market,West,PROD-000112,Technology,Bookcases,Product 112,100.19,4,0.03,-44.02,7.40,Critical,14.13,44.75506,-6.28426
ORD-000113,2023-04-24,2023-04-29,Same Day,CUST-00113,Customer 113,Corporate,Phoenix,TX,United States,96461,US Market,Central,PROD-000113,Office Supplies,Tables,Product 113,374.58,7,0.08,20.31,29.57,Medium,36.03,-15.57213,10.73549
ORD-000114,2023-04-25,2023-05-04,Standard Class,CUST-00114,Customer 114,Corporate,Houston,NY,United States,84277,US Market,Central,PROD-000114,Technology,Chairs,Product 114,324.03,4,0.36,27.94,48.19,Critical,17.25,-37.97438,-160.63021
ORD-000115,2023-04-26,2023-04-30,Standard Class,CUST-00115,Customer 115,Consumer,Houston,AZ,United States,81740,US Market,East,PROD-000115,Office Supplies,Bookcases,Product 115,814.61,7,0.23,-3.29,25.63,Medium,14.57,72.11552,87.78565
ORD-000116,2023-04-27,2023-05-06,First Class,CUST-00116,Customer 116,Corporate,Los Angeles,TX,United States,87979,APAC Market,West,PROD-000116,Furniture,Chairs,Product 116,411.07,9,0.37,38.27,36.44,Low,6.30,-61.63144,-68.78920
ORD-000117,2023-04-28,2023-05-01,Second Class,CUST-00117,Customer 117,Home Office,Phoenix,CA,United States,64517,US Market,South,PROD-000117,Furniture,Binders,Product 117,905.05,4,0.17,64.25,13.77,Medium,20.96,-26.05649,-93.16989
ORD-000118,2023-04-29,2023-05-07,Second Class,CUST-00118,Customer 118,Consumer,Los Angeles,TX,United States,43492,EU Market,South,PROD-000118,Technology,Tables,Product 118,85.83,5,0.21,181.44,6.29,High,20.59,57.52504,57.25715
ORD-000119,2023-04-30,2023-05-10,Second Class,CUST-00119,Customer 119,Corporate,Phoenix,CA,United States,86052,US Market,West,PROD-000119,Technology,Tables,Product 119,449.96,2,0.09,-18.61,46.69,Low,41.39,-79.68204,-41.67063
ORD-000120,2023-05-01,2023-05-05,First Class,CUST-00120,Customer 120,Corporate,New York,CA,United States,61640,EU Market,West,PROD-000120,Office Supplies,Tables,Product 120,559.69,6,0.32,-2.39,30.92,Critical,17.09,-49.08062,-114.05332
ORD-000121,2023-05-02,2023-05-11,Standard Class,CUST-00121,Customer 121,Consumer,Los Angeles,AZ,United States,28856,EU Market,East,PROD-000121,Furniture,Tables,Product 121,929.79,9,0.19,300.54,28.27,High,37.53,16.50617,166.21254
ORD-000122,2023-05-03,2023-05-08,Standard Class,CUST-00122,Customer 122,Consumer,Houston,AZ,United States,91119,EU Market,South,PROD-000122,Office Supplies,Tables,Product 122,232.14,9,0.43,403.14,15.29,Low,37.96,-87.63186,49.94963
ORD-000123,2023-05-04,2023-05-13,First Class,CUST-00123,Customer 123,Home Office,Los Angeles,IL,United States,53432,EU Market,Central,PROD-000123,Furniture,Binders,Product 123,632.69,2,0.35,-84.28,13.05,High,8.88,6.95671,17.64111
ORD-000124,2023-05-05,2023-05-10,First Class,CUST-00124,Customer 124,Corporate,Chicago,AZ,United States,62982,US Market,East,PROD-000124,Furniture,Phones,Product 124,832.17,3,0.05,456.38,41.66,High,42.51,31.82554,-72.81220
ORD-000125,2023-05-06,2023-05-07,First Class,CUST-00125,Customer 125,Home Office,Houston,AZ,United States,55843,US Market,West,PROD-000125,Office Supplies,Chairs,Product 125,959.19,8,0.06,156.34,40.68,Medium,25.54,-39.76242,170.99823
ORD-000126,2023-05-07,2023-05-15,Same Day,CUST-00126,Customer 126,Home Office,Phoenix,TX,United States,86192,US Market,East,PROD-000126,Office Supplies,Chairs,Product 126,51.23,2,0.47,248.25,42.77,Low,46.70,67.92529,60.68948
ORD-000127,2023-05-08,2023-05-09,Standard Class,CUST-00127,Customer 127,Corporate,Phoenix,CA,United States,45764,US Market,West,PROD-000127,Furniture,Bookcases,Product 127,735.78,2,0.48,52.98,27.60,Critical,14.59,14.59919,-122.59451
ORD-000128,2023-05-09,2023-05-19,First Class,CUST-00128,Customer 128,Corporate,Chicago,AZ,United States,60918,EU Market,South,PROD-000128,Technology,Tables,Product 128,936.08,1,0.01,59.27,8.05,Low,12.90,-1.81808,-22.84864
ORD-000129,2023-05-10,2023-05-18,Standard Class,CUST-00129,Customer 129,Corporate,Chicago,TX,United States,26240,EU Market,East,PROD-000129,Furniture,Chairs,Product 129,244.06,3,0.22,-46.88,31.74,Low,36.60,-44.24262,79.48738
ORD-000130,2023-05-11,2023-05-12,Same Day,CUST-00130,Customer 130,Consumer,New York,CA,United States,24060,US Market,South,PROD-000130,Furniture,Binders,Product 130,166.89,3,0.04,449.37,10.75,Low,26.05,29.79424,148.69843
ORD-000131,2023-05-12,2023-05-19,Second Class,CUST-00131,Customer 131,Consumer,New York,NY,United States,96733,EU Market,South,PROD-000131,Furniture,Phones,Product 131,151.05,5,0.22,145.84,15.47,Low,37.59,-1.45586,128.02979
ORD-000132,2023-05-13,2023-05-22,First Class,CUST-00132,Customer 132,Consumer,Phoenix,NY,United States,52722,APAC Market,West,PROD-000132,Furniture,Bookcases,Product 132,361.16,1,0.20,173.99,15.93,Medium,39.47,12.28838,-6.62743
ORD-000133,2023-05-14,2023-05-23,Same Day,CUST-00133,Customer 133,Corporate,New York,TX,United States,70656,EU Market,South,PROD-000133,Office Supplies,Tables,Product 133,447.37,4,0.27,293.82,15.08,High,37.30,39.48277,-89.53426
ORD-000134,2023-05-15,2023-05-22,First Class,CUST-00134,Customer 134,Corporate,Chicago,TX,United States,99011,EU Market,South,PROD-000134,Office Supplies,Tables,Product 134,242.24,3,0.42,362.84,31.96,Medium,9.75,-38.45149,-54.49852
ORD-000135,2023-05-16,2023-05-24,First Class,CUST-00135,Customer 135,Corporate,Houston,CA,United States,28593,US Market,East,PROD-000135,Technology,Bookcases,Product 135,480.97,2,0.08,-44.24,23.96,Low,12.72,-35.93083,125.74362
ORD-000136,2023-05-17,2023-05-25,Standard Class,CUST-00136,Customer 136,Corporate,Los Angeles,NY,United States,43996,EU Market,East,PROD-000136,Technology,Chairs,Product 136,794.41,1,0.03,105.30,34.31,Medium,45.48,-69.52706,113.59302
ORD-000137,2023-05-18,2023-05-22,Same Day,CUST-00137,Customer 137,Home Office,Chicago,AZ,United States,84047,US Market,Central,PROD-000137,Technology,Bookcases,Product 137,572.73,7,0.37,108.81,29.79,Critical,21.53,-19.40126,-7.80572
ORD-000138,2023-05-19,2023-05-28,Standard Class,CUST-00138,Customer 138,Home Office,Los Angeles,AZ,United States,56203,APAC Market,West,PROD-000138,Furniture,Binders,Product 138,569.51,2,0.33,90.33,9.41,Critical,0.42,28.48837,-154.82158
ORD-000139,2023-05-20,2023-05-23,Same Day,CUST-00139,Customer 139,Corporate,Houston,TX,United States,57547,EU Market,East,PROD-000139,Office Supplies,Bookcases,Product 139,310.94,1,0.17,404.90,26.59,Medium,36.00,-9.14601,-174.26147
ORD-000140,2023-05-21,2023-05-28,Second Class,CUST-00140,Customer 140,Consumer,Houston,NY,United States,73794,US Market,Central,PROD-000140,Office Supplies,Tables,Product 140,69.88,7,0.45,417.32,5.24,Medium,47.67,-54.05753,7.63167
ORD-000141,2023-05-22,2023-05-30,First Class,CUST-00141,Customer 141,Consumer,Houston,TX,United States,48387,APAC Market,Central,PROD-000141,Office Supplies,Tables,Product 141,264.40,5,0.08,-16.75,12.48,Critical,22.28,-29.99716,-64.48209
ORD-000142,2023-05-23,2023-05-28,Second Class,CUST-00142,Customer 142,Home Office,New York,NY,United States,89880,EU Market,East,PROD-000142,Furniture,Binders,Product 142,112.48,4,0.48,377.46,12.09,Medium,4.95,-47.97263,-117.91586
ORD-000143,2023-05-24,2023-05-27,First Class,CUST-00143,Customer 143,Home Office,New York,TX,United States,64749,EU Market,Central,PROD-000143,Furniture,Binders,Product 143,570.41,8,0.03,36.96,33.20,Medium,13.54,85.86154,56.26551
ORD-000144,2023-05-25,2023-06-01,Second Class,CUST-00144,Customer 144,Corporate,Houston,TX,United States,88748,EU Market,South,PROD-000144,Technology,Binders,Product 144,632.30,6,0.20,189.79,33.02,Medium,11.20,89.97556,72.92390
ORD-000145,2023-05-26,2023-06-01,First Class,CUST-00145,Customer 145,Consumer,Los Angeles,TX,United States,92604,APAC Market,West,PROD-000145,Technology,Tables,Product 145,595.93,7,0.30,-69.44,11.54,Medium,18.71,77.51658,-51.93774
ORD-000146,2023-05-27,2023-05-30,Same Day,CUST-00146,Customer 146,Corporate,Los Angeles,TX,United States,86774,APAC Market,Central,PROD-000146,Furniture,Binders,Product 146,562.25,4,0.40,31.62,29.93,Medium,5.31,-89.00811,-25.06923
ORD-000147,2023-05-28,2023-06-02,Second Class,CUST-00147,Customer 147,Home Office,Chicago,TX,United States,10403,EU Market,Central,PROD-000147,Technology,Phones,Product 147,547.56,6,0.12,79.69,8.02,Low,0.44,20.51028,64.27276
ORD-000148,2023-05-29,2023-06-05,First Class,CUST-00148,Customer 148,Consumer,Houston,IL,United States,86123,APAC Market,South,PROD-000148,Furniture,Bookcases,Product 148,788.99,3,0.03,34.23,34.77,High,17.02,10.47922,-61.10866
ORD-000149,2023-05-30,2023-06-03,First Class,CUST-00149,Customer 149,Home Office,Los Angeles,TX,United States,26661,APAC Market,South,PROD-000149,Furniture,Tables,Product 149,251.76,1,0.33,237.50,41.81,Medium,9.53,-10.23117,170.27642
ORD-000150,2023-05-31,2023-06-10,Same Day,CUST-00150,Customer 150,Consumer,Chicago,IL,United States,59901,APAC Market,South,PROD-000150,Technology,Bookcases,Product 150,791.81,3,0.13,110.43,33.80,High,17.76,-35.11931,97.72588
ORD-000151,2023-06-01,2023-06-10,Same Day,CUST-00151,Customer 151,Consumer,Houston,CA,United States,93830,EU Market,East,PROD-000151,Technology,Binders,Product 151,587.70,3,0.16,246.95,15.57,High,5.48,-29.35357,65.08010
ORD-000152,2023-06-02,2023-06-12,Same Day,CUST-00152,Customer 152,Home Office,Phoenix,CA,United States,73820,EU Market,South,PROD-000152,Technology,Binders,Product 152,38.03,3,0.20,264.05,14.65,High,4.29,54.76283,90.03110
ORD-000153,2023-06-03,2023-06-06,Standard Class,CUST-00153,Customer 153,Corporate,Phoenix,NY,United States,64785,APAC Market,East,PROD-000153,Furniture,Chairs,Product 153,878.22,3,0.21,185.80,44.07,Medium,19.47,-74.60510,-55.88110
ORD-000154,2023-06-04,2023-06-08,Standard Class,CUST-00154,Customer 154,Consumer,Houston,NY,United States,62204,APAC Market,West,PROD-000154,Technology,Phones,Product 154,723.52,4,0.10,-89.93,34.98,Low,14.32,16.02601,-4.08720
ORD-000155,2023-06-05,2023-06-07,Standard Class,CUST-00155,Customer 155,Consumer,New York,IL,United States,30598,EU Market,East,PROD-000155,Office Supplies,Binders,Product 155,761.41,3,0.09,481.99,9.54,Critical,12.02,-51.37406,16.75033
ORD-000156,2023-06-06,2023-06-08,Standard Class,CUST-00156,Customer 156,Home Office,Chicago,TX,United States,55043,APAC Market,East,PROD-000156,Technology,Bookcases,Product 156,810.16,8,0.10,350.34,32.28,Critical,31.41,44.34031,-41.40998
ORD-000157,2023-06-07,2023-06-16,Second Class,CUST-00157,Customer 157,Consumer,New York,AZ,United States,86862,US Market,Central,PROD-000157,Office Supplies,Binders,Product 157,916.57,1,0.20,-46.44,39.99,Critical,21.78,66.55833,81.47286
ORD-000158,2023-06-08,2023-06-12,Same Day,CUST-00158,Customer 158,Home Office,Chicago,AZ,United States,40685,APAC Market,Central,PROD-000158,Furniture,Binders,Product 158,342.72,7,0.09,29.58,48.43,High,34.70,-47.38273,-99.83957
ORD-000159,2023-06-09,2023-06-19,Second Class,CUST-00159,Customer 159,Home Office,Los Angeles,TX,United States,24318,US Market,South,PROD-000159,Furniture,Bookcases,Product 159,273.39,9,0.44,-73.67,28.17,Medium,35.48,55.74165,74.23211
ORD-000160,2023-06-10,2023-06-15,Same Day,CUST-00160,Customer 160,Consumer,Chicago,TX,United States,86224,APAC Market,Central,PROD-000160,Technology,Bookcases,Product 160,309.48,9,0.46,-99.24,19.02,Low,38.77,-16.34707,-105.08394
ORD-000161,2023-06-11,2023-06-19,Same Day,CUST-00161,Customer 161,Home Office,Los Angeles,IL,United States,96949,APAC Market,East,PROD-000161,Office Supplies,Binders,Product 161,142.43,5,0.10,216.51,9.19,High,46.04,-33.70953,81.91608
ORD-000162,2023-06-12,2023-06-18,Second Class,CUST-00162,Customer 162,Consumer,Los Angeles,NY,United States,58375,EU Market,South,PROD-000162,Technology,Chairs,Product 162,173.50,9,0.17,302.47,31.02,Critical,3.22,-77.30705,-179.39823
ORD-000163,2023-06-13,2023-06-19,Same Day,CUST-00163,Customer 163,Consumer,Houston,CA,United States,81540,APAC Market,West,PROD-000163,Office Supplies,Binders,Product 163,698.04,7,0.05,99.97,40.00,Medium,3.25,-89.71820,-120.98728
ORD-000164,2023-06-14,2023-06-23,Second Class,CUST-00164,Customer 164,Consumer,Phoenix,CA,United States,39868,EU Market,East,PROD-000164,Technology,Tables,Product 164,162.67,6,0.14,474.24,27.14,Low,42.84,-68.18733,-82.94483
ORD-000165,2023-06-15,2023-06-18,Standard Class,CUST-00165,Customer 165,Consumer,Chicago,AZ,United States,66696,APAC Market,East,PROD-000165,Furniture,Tables,Product 165,11.64,9,0.06,305.17,16.90,Low,47.18,29.75657,-101.74037
ORD-000166,2023-06-16,2023-06-17,Same Day,CUST-00166,Customer 166,Consumer,Chicago,IL,United States,50119,US Market,South,PROD-000166,Office Supplies,Phones,Product 166,816.54,6,0.32,171.28,33.41,Critical,35.19,80.47577,-169.07826
ORD-000167,2023-06-17,2023-06-24,Second Class,CUST-00167,Customer 167,Consumer,Los Angeles,TX,United States,43285,APAC Market,South,PROD-000167,Technology,Binders,Product 167,242.13,9,0.04,198.72,12.78,High,3.12,61.68215,86.93356
ORD-000168,2023-06-18,2023-06-28,Second Class,CUST-00168,Customer 168,Home Office,New York,CA,United States,44348,APAC Market,East,PROD-000168,Office Supplies,Chairs,Product 168,477.60,2,0.06,187.11,17.46,Critical,46.26,-53.20213,150.88910
ORD-000169,2023-06-19,2023-06-20,Second Class,CUST-00169,Customer 169,Consumer,Phoenix,IL,United States,69090,US Market,South,PROD-000169,Technology,Binders,Product 169,413.29,6,0.05,28.27,42.05,Medium,38.74,4.29504,-16.69101
ORD-000170,2023-06-20,2023-06-23,First Class,CUST-00170,Customer 170,Home Office,Houston,CA,United States,80069,US Market,East,PROD-000170,Technology,Tables,Product 170,735.75,3,0.43,-66.38,29.06,High,19.36,-39.17912,-5.45360
ORD-000171,2023-06-21,2023-06-25,First Class,CUST-00171,Customer 171,Home Office,Los Angeles,IL,United States,97741,APAC Market,South,PROD-000171,Furniture,Phones,Product 171,499.36,8,0.22,153.40,49.04,High,2.66,84.53419,89.98470
ORD-000172,2023-06-22,2023-06-29,Second Class,CUST-00172,Customer 172,Consumer,Houston,NY,United States,23485,EU Market,East,PROD-000172,Furniture,Chairs,Product 172,531.65,2,0.44,79.24,30.34,Critical,10.95,84.98989,-41.91431
ORD-000173,2023-06-23,2023-07-02,Same Day,CUST-00173,Customer 173,Corporate,Phoenix,IL,United States,87386,US Market,South,PROD-000173,Office Supplies,Binders,Product 173,176.15,3,0.17,446.05,27.51,Medium,40.59,7.93997,132.58978
ORD-000174,2023-06-24,2023-06-29,Second Class,CUST-00174,Customer 174,Home Office,Los Angeles,CA,United States,57925,US Market,East,PROD-000174,Office Supplies,Tables,Product 174,398.81,4,0.34,409.94,44.01,Medium,48.42,55.06614,-75.71254
ORD-000175,2023-06-25,2023-07-01,First Class,CUST-00175,Customer 175,Consumer,Houston,IL,United States,51740,EU Market,Central,PROD-000175,Office Supplies,Bookcases,Product 175,895.48,6,0.17,253.11,30.62,Low,42.77,-62.36160,-12.69055
ORD-000176,2023-06-26,2023-06-28,Second Class,CUST-00176,Customer 176,Home Office,Los Angeles,NY,United States,81430,APAC Market,East,PROD-000176,Furniture,Bookcases,Product 176,675.70,4,0.24,-10.64,18.50,Critical,11.68,-54.47836,-168.64000
ORD-000177,2023-06-27,2023-06-28,Standard Class,CUST-00177,Customer 177,Consumer,Chicago,TX,United States,94640,EU Market,South,PROD-000177,Office Supplies,Chairs,Product 177,724.49,3,0.33,169.27,26.26,Low,9.08,-0.87461,65.31963
ORD-000178,2023-06-28,2023-07-04,First Class,CUST-00178,Customer 178,Corporate,Chicago,IL,United States,20338,EU Market,West,PROD-000178,Office Supplies,Bookcases,Product 178,498.05,2,0.24,-26.43,33.84,Critical,37.49,-57.78169,82.14739
ORD-000179,2023-06-29,2023-06-30,Standard Class,CUST-00179,Customer 179,Home Office,Chicago,TX,United States,29234,EU Market,Central,PROD-000179,Office Supplies,Binders,Product 179,496.31,8,0.22,111.44,31.10,Medium,5.50,52.84167,-53.68626
ORD-000180,2023-06-30,2023-07-08,Second Class,CUST-00180,Customer 180,Home Office,Houston,CA,United States,37848,APAC Market,South,PROD-000180,Office Supplies,Tables,Product 180,33.05,1,0.01,438.77,46.96,Medium,15.89,68.61585,175.02114
ORD-000181,2023-07-01,2023-07-08,Second Class,CUST-00181,Customer 181,Home Office,Chicago,CA,United States,77726,US Market,South,PROD-000181,Technology,Bookcases,Product 181,524.27,7,0.27,370.01,19.06,Medium,5.37,-78.61722,-120.30303
ORD-000182,2023-07-02,2023-07-07,First Class,CUST-00182,Customer 182,Consumer,New York,CA,United States,18244,US Market,South,PROD-000182,Office Supplies,Binders,Product 182,610.63,3,0.06,-57.06,27.13,Critical,21.33,-26.82169,97.59185
ORD-000183,2023-07-03,2023-07-09,Standard Class,CUST-00183,Customer 183,Home Office,Houston,IL,United States,33684,APAC Market,East,PROD-000183,Office Supplies,Chairs,Product 183,694.13,2,0.18,-50.83,38.69,High,47.89,6.07419,166.68882
ORD-000184,2023-07-04,2023-07-13,Second Class,CUST-00184,Customer 184,Corporate,Phoenix,NY,United States,43009,US Market,South,PROD-000184,Office Supplies,Phones,Product 184,313.24,1,0.01,-58.91,46.76,High,21.06,-50.07696,83.50615
ORD-000185,2023-07-05,2023-07-13,First Class,CUST-00185,Customer 185,Consumer,New York,CA,United States,18487,EU Market,West,PROD-000185,Office Supplies,Tables,Product 185,909.95,3,0.16,20.51,21.81,Low,16.12,26.08179,158.61597
ORD-000186,2023-07-06,2023-07-16,Same Day,CUST-00186,Customer 186,Corporate,Chicago,CA,United States,96315,US Market,West,PROD-000186,Technology,Chairs,Product 186,922.86,1,0.26,463.77,15.24,Medium,4.68,32.60345,-109.55182
ORD-000187,2023-07-07,2023-07-17,Same Day,CUST-00187,Customer 187,Home Office,Houston,NY,United States,35347,US Market,East,PROD-000187,Furniture,Phones,Product 187,541.14,8,0.00,181.42,49.31,Critical,30.75,38.80164,118.32065
ORD-000188,2023-07-08,2023-07-10,Same Day,CUST-00188,Customer 188,Home Office,Los Angeles,TX,United States,60116,US Market,South,PROD-000188,Furniture,Chairs,Product 188,127.79,8,0.10,43.08,9.18,Medium,25.42,-61.17411,-178.42098
ORD-000189,2023-07-09,2023-07-19,Same Day,CUST-00189,Customer 189,Home Office,Chicago,NY,United States,61051,EU Market,Central,PROD-000189,Technology,Binders,Product 189,756.19,9,0.23,-76.07,17.80,Medium,19.19,63.62749,-131.79327
ORD-000190,2023-07-10,2023-07-16,Standard Class,CUST-00190,Customer 190,Consumer,New York,AZ,United States,30417,US Market,East,PROD-000190,Technology,Binders,Product 190,370.33,7,0.34,5.53,9.09,High,6.65,73.02374,148.68966
ORD-000191,2023-07-11,2023-07-20,Second Class,CUST-00191,Customer 191,Consumer,Los Angeles,TX,United States,45292,APAC Market,Central,PROD-000191,Office Supplies,Bookcases,Product 191,151.31,5,0.46,329.22,23.50,Low,3.94,-77.96541,-31.52748
ORD-000192,2023-07-12,2023-07-20,Standard Class,CUST-00192,Customer 192,Consumer,Los Angeles,IL,United States,51602,US Market,South,PROD-000192,Furniture,Tables,Product 192,540.32,2,0.44,57.55,35.91,Low,8.64,47.75923,17.09930
ORD-000193,2023-07-13,2023-07-23,Same Day,CUST-00193,Customer 193,Consumer,Houston,IL,United States,51024,APAC Market,West,PROD-000193,Furniture,Tables,Product 193,617.71,5,0.01,68.20,48.07,Low,35.75,19.01543,44.13813
ORD-000194,2023-07-14,2023-07-17,Second Class,CUST-00194,Customer 194,Home Office,Phoenix,TX,United States,43708,APAC Market,East,PROD-000194,Technology,Tables,Product 194,425.66,8,0.15,462.15,6.90,Medium,39.25,88.97435,-28.28271
ORD-000195,2023-07-15,2023-07-23,Same Day,CUST-00195,Customer 195,Corporate,Phoenix,IL,United States,61538,EU Market,South,PROD-000195,Furniture,Bookcases,Product 195,414.16,8,0.19,327.40,33.25,Critical,37.25,67.08732,-15.70774
ORD-000196,2023-07-16,2023-07-20,Second Class,CUST-00196,Customer 196,Consumer,Phoenix,CA,United States,43172,APAC Market,West,PROD-000196,Technology,Tables,Product 196,624.99,1,0.05,474.30,13.63,Low,9.27,-88.19858,-79.25860
ORD-000197,2023-07-17,2023-07-20,Same Day,CUST-00197,Customer 197,Consumer,Phoenix,IL,United States,76090,US Market,Central,PROD-000197,Furniture,Phones,Product 197,83.82,6,0.43,-80.12,5.39,Critical,29.81,-8.74047,119.41034
ORD-000198,2023-07-18,2023-07-19,Standard Class,CUST-00198,Customer 198,Corporate,New York,AZ,United States,34553,APAC Market,East,PROD-000198,Office Supplies,Bookcases,Product 198,447.28,5,0.22,180.95,20.42,Medium,42.23,55.17545,166.35220
ORD-000199,2023-07-19,2023-07-29,Same Day,CUST-00199,Customer 199,Consumer,New York,TX,United States,35077,US Market,Central,PROD-000199,Office Supplies,Binders,Product 199,336.29,9,0.17,370.42,14.12,Low,9.16,67.45470,33.60886
ORD-000200,2023-07-20,2023-07-26,Standard Class,CUST-00200,Customer 200,Corporate,Los Angeles,AZ,United States,45821,APAC Market,Central,PROD-000200,Office Supplies,Phones,Product 200,936.57,1,0.09,428.37,48.08,Low,2.42,-56.87473,-173.22767
ORD-000201,2023-07-21,2023-07-24,Same Day,CUST-00201,Customer 201,Home Office,New York,IL,United States,67524,APAC Market,Central,PROD-000201,Technology,Tables,Product 201,712.39,4,0.03,79.40,40.48,Critical,5.06,-42.05441,92.40277
ORD-000202,2023-07-22,2023-07-28,Second Class,CUST-00202,Customer 202,Consumer,Houston,CA,United States,62642,EU Market,Central,PROD-000202,Office Supplies,Tables,Product 202,56.60,8,0.28,446.82,38.38,High,11.43,-47.81470,95.60331
ORD-000203,2023-07-23,2023-07-26,Second Class,CUST-00203,Customer 203,Consumer,Los Angeles,IL,United States,97406,EU Market,Central,PROD-000203,Office Supplies,Bookcases,Product 203,118.06,6,0.49,-73.14,25.70,Critical,34.45,-35.52414,-129.85219
ORD-000204,2023-07-24,2023-07-29,Same Day,CUST-00204,Customer 204,Consumer,Houston,NY,United States,73564,US Market,South,PROD-000204,Technology,Bookcases,Product 204,551.87,9,0.38,-32.57,43.57,Critical,6.43,-36.64656,-115.02796
ORD-000205,2023-07-25,2023-08-01,Second Class,CUST-00205,Customer 205,Consumer,Chicago,AZ,United States,18084,US Market,West,PROD-000205,Furniture,Phones,Product 205,240.86,6,0.26,42.15,17.11,Low,9.31,6.02699,165.23250
ORD-000206,2023-07-26,2023-08-03,Same Day,CUST-00206,Customer 206,Corporate,Houston,AZ,United States,57608,EU Market,South,PROD-000206,Technology,Binders,Product 206,507.28,9,0.32,420.24,32.24,Medium,5.39,-54.52779,89.37664
ORD-000207,2023-07-27,2023-08-05,Standard Class,CUST-00207,Customer 207,Corporate,Los Angeles,AZ,United States,67728,US Market,South,PROD-000207,Technology,Bookcases,Product 207,764.42,9,0.32,460.75,48.05,Low,24.68,45.87974,-41.29159
ORD-000208,2023-07-28,2023-08-03,Second Class,CUST-00208,Customer 208,Home Office,Los Angeles,AZ,United States,24280,EU Market,West,PROD-000208,Technology,Bookcases,Product 208,405.66,8,0.41,191.04,28.00,Low,30.24,-31.55450,106.00715
ORD-000209,2023-07-29,2023-08-02,Standard Class,CUST-00209,Customer 209,Corporate,Phoenix,NY,United States,76266,EU Market,East,PROD-000209,Furniture,Bookcases,Product 209,619.51,5,0.29,252.16,45.83,Critical,36.63,-52.03298,-79.98304
ORD-000210,2023-07-30,2023-08-07,First Class,CUST-00210,Customer 210,Consumer,Houston,TX,United States,70681,EU Market,West,PROD-000210,Technology,Binders,Product 210,638.71,5,0.36,268.28,23.33,Critical,45.55,-10.50490,-128.35607
ORD-000211,2023-07-31,2023-08-03,Same Day,CUST-00211,Customer 211,Consumer,Los Angeles,IL,United States,50472,EU Market,South,PROD-000211,Furniture,Phones,Product 211,109.80,5,0.17,-75.60,34.91,Medium,35.51,-69.14192,11.51005
ORD-000212,2023-08-01,2023-08-08,Second Class,CUST-00212,Customer 212,Consumer,New York,AZ,United States,85154,EU Market,South,PROD-000212,Office Supplies,Phones,Product 212,145.06,3,0.48,234.36,32.50,High,13.58,-74.54935,91.04543
ORD-000213,2023-08-02,2023-08-06,Standard Class,CUST-00213,Customer 213,Home Office,Los Angeles,CA,United States,21873,EU Market,Central,PROD-000213,Furniture,Chairs,Product 213,314.18,2,0.29,395.63,14.51,Low,17.71,18.44587,144.42423
ORD-000214,2023-08-03,2023-08-07,Same Day,CUST-00214,Customer 214,Home Office,Phoenix,AZ,United States,45418,US Market,East,PROD-000214,Technology,Tables,Product 214,896.16,7,0.47,36.80,9.66,Low,38.70,17.15236,120.19008
ORD-000215,2023-08-04,2023-08-13,Same Day,CUST-00215,Customer 215,Corporate,Los Angeles,TX,United States,86189,US Market,West,PROD-000215,Technology,Tables,Product 215,807.96,9,0.32,432.46,39.23,High,8.18,-32.01285,48.82923
ORD-000216,2023-08-05,2023-08-13,Same Day,CUST-00216,Customer 216,Home Office,Los Angeles,CA,United States,11702,EU Market,Central,PROD-000216,Furniture,Bookcases,Product 216,624.18,7,0.14,337.47,21.67,Critical,10.78,58.29232,-18.87494
ORD-000217,2023-08-06,2023-08-12,First Class,CUST-00217,Customer 217,Home Office,Phoenix,TX,United States,50188,APAC Market,East,PROD-000217,Office Supplies,Phones,Product 217,262.75,2,0.16,-38.90,12.22,Critical,9.95,41.08830,-92.06725
ORD-000218,2023-08-07,2023-08-09,Second Class,CUST-00218,Customer 218,Corporate,Houston,AZ,United States,15885,EU Market,West,PROD-000218,Furniture,Chairs,Product 218,663.12,5,0.42,490.05,7.43,Critical,46.52,-33.14708,32.91028
ORD-000219,2023-08-08,2023-08-13,Standard Class,CUST-00219,Customer 219,Home Office,New York,CA,United States,80129,US Market,South,PROD-000219,Furniture,Bookcases,Product 219,778.13,2,0.35,490.81,9.93,Low,13.11,13.12061,25.21233
ORD-000220,2023-08-09,2023-08-14,Standard Class,CUST-00220,Customer 220,Consumer,Phoenix,TX,United States,63306,US Market,East,PROD-000220,Office Supplies,Tables,Product 220,456.07,3,0.18,78.60,11.93,Medium,25.34,-29.29222,122.76884
